run_name,timestamp,curriculum_learning,num_digits,max_terms,accuracy_threshold,final_stage,final_stage_num,vocab_size,n_embd,n_head,n_layer,block_size,learning_rate,batch_size,dropout,max_iters,best_val_loss,best_train_loss,overall_accuracy,addition_accuracy,subtraction_accuracy,multiplication_accuracy,division_accuracy,addition_error_rate,subtraction_error_rate,multiplication_error_rate,division_error_rate,model_parameters_M,training_time_min,model_dir,tensorboard_dir
curriculum_1digit_1terms_lr0.0003_emb96_h6_l4_20251213_133515,20251213_133515,True,1,3,1.0,all_operations,3,17,96,6,4,12,0.0003,32,0.1,100000,tensor(0.4029),tensor(0.5529),0.725,0.9,0.8,0.9,0.3,0.1,0.2,0.1,0.7,0.450833,9.805382621288299,models/mathgpt_curriculum_1digit_1terms_lr0.0003_emb96_h6_l4_20251213_133515,tensorboard_logs/mathgpt_curriculum_1digit_1terms_lr0.0003_emb96_h6_l4_20251213_133515
reciprocal_curriculum_lr0.0001_emb96_h6_l4_20251215_135306,20251215_135306,True,2,2,0.85,8_Division_2digit,8,17,96,6,4,64,0.0001,64,0.2,100000,tensor(0.0344),tensor(0.0901),0.1,0.1,0.9,0.547985,82.23592344919841,runs/models/reciprocal_curriculum_lr0.0001_emb96_h6_l4_20251215_135306,runs/tensorboard/reciprocal_curriculum_lr0.0001_emb96_h6_l4_20251215_135306
